g

*E01
G
999,170000716882,05/25/17,06:55:38
982,000411818443,05/25/17,08:42:22
982,000411818447,05/25/17,08:56:24
986,112100172380,05/25/17,09:34:11
985,153000407489,05/25/17,09:41:00
986,112100177596,05/25/17,10:28:41
985,153000403071,05/25/17,10:39:55
982,000411818634,05/25/17,10:55:56
986,112100166430,05/25/17,11:00:34
982,000411818516,05/25/17,12:09:02
985,153000402348,05/25/17,13:06:09
986,112100168430,05/25/17,13:08:47
986,112100163135,05/27/17,09:37:58
986,112100163513,05/27/17,10:05:39
986,112100163289,05/27/17,10:12:48
986,112100173251,05/27/17,10:21:14
982,000411818584,05/27/17,10:28:14
986,112100173091,05/27/17,10:42:10
986,112100174328,05/27/17,13:55:40
982,000411818442,05/27/17,14:24:17
982,000411818522,05/28/17,09:27:06
982,000411818507,05/28/17,09:32:46
986,112100173807,05/28/17,09:55:36
982,000411818472,05/28/17,10:07:06
986,112100168773,05/28/17,11:32:52
986,112100165220,05/28/17,11:39:35
982,000411818482,05/28/17,11:54:41
986,112100172142,05/28/17,12:02:51
982,000411818500,05/28/17,12:08:55
982,000411818450,05/28/17,12:21:27
982,000411818494,05/28/17,12:27:34
982,000411818437,05/28/17,12:33:27
986,112100164894,05/28/17,12:41:53
982,000411818458,05/28/17,12:47:15
985,153000404233,05/28/17,12:59:23
985,153000401894,05/28/17,13:01:00
982,000411818575,05/29/17,10:33:56
982,000411818571,05/29/17,10:48:16
982,000411818588,05/29/17,10:53:26
982,000411818534,05/29/17,10:58:44
982,000411818615,05/29/17,11:03:05
982,000411818628,05/29/17,11:11:46
982,000411818543,05/29/17,11:23:27
982,000411818550,05/29/17,11:33:50
982,000411818441,05/29/17,11:39:08
982,000411818576,05/29/17,11:44:50
982,000411818565,05/29/17,11:54:08
986,112100172100,05/29/17,12:00:35
986,112100168215,05/29/17,12:08:49
982,000411818480,05/29/17,12:14:05
985,153000401241,05/29/17,12:17:36
982,000411818620,05/29/17,12:28:23
982,000411818608,05/29/17,12:38:20
982,000411818578,05/29/17,12:45:26
982,000411818569,05/29/17,12:50:56
982,000411818635,05/30/17,09:25:42
986,112100163323,05/30/17,09:33:41
982,000411818563,05/30/17,09:42:05
982,000411818564,05/30/17,09:56:56
985,153000369925,05/30/17,10:00:05
982,000411818607,05/30/17,10:06:43
982,000411818568,05/30/17,10:18:38
985,153000372499,05/30/17,10:22:18
986,112100172413,05/30/17,10:26:51
982,000411818555,05/30/17,10:32:29
985,153000355002,05/30/17,10:49:22
982,000411818547,05/30/17,10:52:04
986,112100164157,05/30/17,10:55:28
982,000411818549,05/30/17,11:00:14
982,000411818616,05/30/17,11:06:35
982,000411818499,05/30/17,11:11:54
982,000411818552,05/30/17,11:21:14
982,000411818540,05/30/17,11:28:01
982,000411818587,05/30/17,11:36:58
986,112100168637,05/30/17,11:47:39
982,000411818589,05/30/17,11:57:00
982,000411818595,05/30/17,13:23:13
985,153000355459,05/30/17,13:24:40
985,153000405462,05/30/17,13:27:03
985,153000403306,05/30/17,13:30:08
985,153000402681,05/30/17,13:31:55
982,000411818591,05/30/17,13:38:54
985,153000402210,05/30/17,13:43:38
985,153000356086,05/30/17,13:46:20
982,000411818566,05/30/17,13:57:34
985,153000402210,05/30/17,14:07:21
982,000411818444,05/30/17,14:09:34
982,000411818544,05/30/17,14:14:00
982,000411818561,05/30/17,14:20:11
982,000411818623,05/30/17,14:27:08
985,153000401702,05/30/17,14:35:49
982,000411818631,05/30/17,14:40:14
986,112100171774,05/30/17,15:00:36
982,000411818636,05/30/17,15:06:10
985,153000403830,05/30/17,15:10:08
986,112100167849,05/30/17,15:14:36
985,153000403830,05/30/17,15:17:41
986,112100175142,06/02/17,12:14:34
985,153000368798,06/02/17,12:27:33
985,153000356731,06/02/17,12:30:13
986,112100172281,06/02/17,12:36:12
986,112100165105,06/02/17,12:41:16
986,112100164613,06/02/17,12:46:51
986,112100165131,06/02/17,12:59:59
986,112100167430,06/02/17,13:04:39
986,112100169967,06/02/17,13:09:26
986,112100172191,06/02/17,13:20:36
985,153000364038,06/02/17,13:23:59
986,112100165160,06/02/17,13:30:32
986,112100172025,06/02/17,13:34:53
985,153000370198,06/02/17,13:42:35
986,112100171932,06/02/17,13:45:38
986,112100165483,06/02/17,13:51:47
986,112100168403,06/02/17,13:55:59
986,112100172314,06/02/17,14:06:13
986,112100163284,06/02/17,14:10:30
986,112100177486,06/02/17,14:14:45
985,153000354021,06/02/17,14:27:49
985,153000375761,03/03/18,13:55:18
985,153000404043,03/03/18,14:00:04
985,153000403302,03/03/18,14:27:20
982,000411818573,03/03/18,14:38:56
